epoch	0	10	20	30	40	50	avg
44	0.6148	0.5713	0.554	0.4746	0.2562	0.2345	0.4509
45	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
46	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
47	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
48	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
49	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
50	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
51	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
52	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
53	0.6148	0.5825	0.554	0.4746	0.2562	0.2345	0.452766667
54	0.6273	0.6082	0.554	0.4746	0.2562	0.2345	0.459133333
55	0.6273	0.6082	0.554	0.4746	0.2562	0.2345	0.459133333
56	0.6273	0.6082	0.554	0.4746	0.2562	0.2345	0.459133333
57	0.6273	0.6082	0.554	0.4746	0.2562	0.2345	0.459133333
58	0.6273	0.6082	0.554	0.4746	0.2562	0.2345	0.459133333
59	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
60	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
61	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
62	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
63	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
64	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
65	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
66	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
67	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
68	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
69	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
70	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
71	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
72	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
73	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
74	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
75	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
76	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
77	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
78	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
79	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
80	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
81	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
82	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
83	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
84	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
85	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
86	0.6273	0.6082	0.5584	0.4746	0.2562	0.2345	0.459866667
87	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
88	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
89	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
90	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
91	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
92	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
93	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
94	0.6306	0.6156	0.5584	0.4746	0.2562	0.2345	0.46165
95	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
96	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
97	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
98	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
99	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
100	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
101	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
102	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
103	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
104	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
105	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
106	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
107	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
108	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
109	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
110	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
111	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
112	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
113	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
114	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
115	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
116	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
117	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
118	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
119	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
120	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
121	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
122	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
123	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
124	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
125	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
126	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
127	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
128	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
129	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
130	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
131	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
132	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
133	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
134	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
135	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
136	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
137	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
138	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
139	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
140	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
141	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
142	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
143	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
144	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
145	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
146	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
147	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
148	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
149	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
150	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
151	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
152	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
153	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
154	0.6349	0.6156	0.5584	0.4746	0.2562	0.2345	0.462366667
155	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
156	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
157	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
158	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
159	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
160	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
161	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
162	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
163	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
164	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
165	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
166	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
167	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
168	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
169	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
170	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
171	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
172	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
173	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
174	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
175	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
176	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
177	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
178	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
179	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
180	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
181	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
182	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
183	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
184	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
185	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
186	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
187	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
188	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
189	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
190	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
191	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
192	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
193	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
194	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
195	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
196	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
197	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
198	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
199	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
200	0.6437	0.6156	0.5584	0.4746	0.2562	0.2345	0.463833333
