epoch	0	10	20	30	40	50	avg
122	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
123	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
124	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
125	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
126	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
127	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
128	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
129	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
130	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
131	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
132	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
133	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
134	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
135	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
136	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
137	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
138	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
139	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
140	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
141	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
142	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
143	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
144	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
145	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
146	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
147	0.8169	0.7707	0.6504	0.6056	0.4345	0.2851	0.593866667
148	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
149	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
150	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
151	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
152	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
153	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
154	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
155	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
156	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
157	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
158	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
159	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
160	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
161	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
162	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
163	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
164	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
165	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
166	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
167	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
168	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
169	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
170	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
171	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
172	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
173	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
174	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
175	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
176	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
177	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
178	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
179	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
180	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
181	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
182	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
183	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
184	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
185	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
186	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
187	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
188	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
189	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
190	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
191	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
192	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
193	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
194	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
195	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
196	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
197	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
198	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
199	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
200	0.8169	0.7707	0.7395	0.6056	0.4345	0.2851	0.608716667
